소방서 및 안전센터명,위도,경도,시도,시군구,상세주소,상위 본부명
수성소방서-수성-119 안전센터,35.856757,128.62085,대구광역시,수성구,들안로60길 30,대구소방안전본부
수성소방서-황금-119 안전센터,35.8354932,128.6264246,대구광역시,수성구,동대구로12길 41,대구소방안전본부
수성소방서-만촌-119 안전센터,35.8553405,128.6521084,대구광역시,수성구,달구벌대로 2658,대구소방안전본부
수성소방서-범물-119 안전센터,35.8255278,128.6443835,대구광역시,수성구,청호로 87,대구소방안전본부
북부소방서_대구-산격-119 안전센터,35.9060774,128.614247,대구광역시,북구,유통단지로8길 88,대구소방안전본부
북부소방서_대구-무태-119 안전센터,35.9209169,128.5969011,대구광역시,북구,호국로43길 21,대구소방안전본부
북부소방서_대구-복현-119 안전센터,35.8953863,128.6181969,대구광역시,북구,동북로 245,대구소방안전본부
북부소방서_대구-대현-119 안전센터,35.8824217,128.6106205,대구광역시,북구,대현로 105,대구소방안전본부
북부소방서_대구-노원-119 안전센터,35.8921502,128.5673912,대구광역시,북구,노원로 42,대구소방안전본부
북부소방서_대구-침산-119 안전센터,35.8883496,128.5922483,대구광역시,북구,침산남로 149,대구소방안전본부
북부소방서_대구-칠성-119 안전센터,35.8779748,128.5922971,대구광역시,북구,칠성남로 112,대구소방안전본부
서부소방서_대구-동천-119 안전센터,35.931941,128.5578288,대구광역시,북구,구암로 155,대구소방안전본부
서부소방서_대구-내당-119 안전센터,35.8594298,128.5552638,대구광역시,서구,서대구로3길 16,대구소방안전본부
서부소방서_대구-태전-119 안전센터,35.9123206,128.548797,대구광역시,북구,칠곡중앙대로 184,대구소방안전본부
서부소방서_대구-비산-119 안전센터,35.8804392,128.5720345,대구광역시,서구,달서로 206,대구소방안전본부
서부소방서_대구-이현-119 안전센터,35.8690829,128.5441489,대구광역시,서구,국채보상로 119,대구소방안전본부
서부소방서_대구-읍내-119 안전센터,35.9464889,128.5515261,대구광역시,북구,칠곡중앙대로 570,대구소방안전본부
서부소방서_대구-평리-119 안전센터,35.8818837,128.5544996,대구광역시,서구,달서천로 186,대구소방안전본부
동부소방서_대구-율하-119 안전센터,35.8620298,128.7019657,대구광역시,동구,율하동로8길 5,대구소방안전본부
동부소방서_대구-공산-119 안전센터,35.962767,128.6977513,대구광역시,동구,팔공산로 1579,대구소방안전본부
동부소방서_대구-불로-119 안전센터,35.9219951,128.6439421,대구광역시,동구,팔공로50길 19,대구소방안전본부
동부소방서_대구-안심-119 안전센터,35.8721648,128.7204102,대구광역시,동구,반야월로 291,대구소방안전본부
동부소방서_대구-동촌-119 안전센터,35.8866965,128.6484933,대구광역시,동구,해동로 180,대구소방안전본부
동부소방서_대구-신천-119 안전센터,35.8760907,128.6251739,대구광역시,동구,동대구로 507,대구소방안전본부
광산소방서_광주-평동-119 안전센터,35.1242989,126.773418,광주광역시,광산구,월전동 1251,광주소방안전본부
광산소방서_광주-첨단-119 안전센터,35.2187847,126.8491735,광주광역시,광산구,임방울대로825번길 16(쌍암동),광주소방안전본부
광산소방서_광주-신가-119 안전센터,35.1849057,126.8347787,광주광역시,광산구,수등로 236(신가동),광주소방안전본부
광산소방서_광주-비아-119 안전센터,35.2207346,126.823575,광주광역시,광산구,비아로12번길 10(비아동),광주소방안전본부
광산소방서_광주-월곡-119 안전센터,35.168918,126.809313,광주광역시,광산구,사암로 276(월곡동),광주소방안전본부
광산소방서_광주-송정-119 안전센터,35.129099,126.785525,광주광역시,광산구,상무대로 93-1(도산동),광주소방안전본부
광산소방서_광주-하남-119 안전센터,35.1859848,126.7964868,광주광역시,광산구,하남산단1번로 13(하남동),광주소방안전본부
북부소방서_광주-동림-119 안전센터,35.1864747,126.8702777,광주광역시,북구,북문대로 202(동림동),광주소방안전본부
북부소방서_광주-두암-119 안전센터,35.1623846,126.9368036,광주광역시,북구,삼정로 5(두암동),광주소방안전본부
북부소방서_광주-일곡-119 안전센터,35.2063476,126.8972942,광주광역시,북구,설죽로 529(일곡동),광주소방안전본부
칠곡소방서,35.99581,128.388162,경상북도,칠곡군,기산면 칠곡대로 1216,경북소방본부
대전-가양-119 안전센터,36.3474872,127.4405715,대전광역시,동구,합내로 50,대전소방본부
대전-용운-119 안전센터,36.3312594,127.4618264,대전광역시,동구,용운로 151번길 88,대전소방본부
대전-산내-119 안전센터,36.2819026,127.467491,대전광역시,동구,산내로 1328,대전소방본부
대전-부사-119 안전센터,36.32699,127.4329189,대전광역시,동구,대전천동로 508,대전소방본부
대전-원동-119 안전센터,36.3169676,127.4291671,대전광역시,중구,대종로 373,대전소방본부
대전-삼성-119 안전센터,36.3402664,127.4218609,대전광역시,동구,태전로 134,대전소방본부
대전-원내-119 안전센터,36.2918896,127.3188729,대전광역시,유성구,계백로 801번길 17,대전소방본부
대전-가수원-119 안전센터,36.3090937,127.3526732,대전광역시,서구,용소로 46,대전소방본부
대전-산성-119 안전센터,36.3077317,127.394996,대전광역시,중구,산성로 59,대전소방본부
대전-문화-119 안전센터,36.3193046,127.4112705,대전광역시,중구,계룡로 918번길 67,대전소방본부
대전-복수-119 안전센터,36.3093101,127.3723393,대전광역시,서구,복수서로 67,대전소방본부
대전-노은-119 안전센터,36.3686828,127.3174158,대전광역시,유성구,노은로 101,대전소방본부
대전-궁동-119 안전센터,36.3636563,127.3486532,대전광역시,유성구,궁동로 35,대전소방본부
대전-구암-119 안전센터,36.3489264,127.3292431,대전광역시,유성구,월드컵대로 263,대전소방본부
대전-전민-119 안전센터,36.3992962,127.4059522,대전광역시,유성구,엑스포로 486-11,대전소방본부
대전-도룡-119 안전센터,36.378896,127.3789854,대전광역시,유성구,대덕대로 516,대전소방본부
북부소방서_광주-우산-119 안전센터,35.1744758,126.9258817,광주광역시,북구,동문대로 127(우산동),광주소방안전본부
북부소방서_광주-임동-119 안전센터,35.1688767,126.8907157,광주광역시,북구,서림로 5(임동),광주소방안전본부
북부소방서_광주-문흥-119 안전센터,35.1867196,126.9120927,광주광역시,북구,서하로 290(오치동),광주소방안전본부
남부소방서_광주-봉선-119 안전센터,35.1309858,126.9189711,광주광역시,남구,오방로 63(방림동),광주소방안전본부
남부소방서_광주-월산-119 안전센터,35.1406062,126.8946811,광주광역시,남구,수박등로 1(월산동),광주소방안전본부
남부소방서_광주-송하-119 안전센터,35.1104487,126.878475,광주광역시,남구,송암로58번길 13(송하동),광주소방안전본부
서부소방서_광주-풍암-119 안전센터,35.1237123,126.8626629,광주광역시,서구,회재로 907(금호동),광주소방안전본부
서부소방서_광주-상무-119 안전센터,35.153268,126.847138,광주광역시,서구,치평로 65(치평동),광주소방안전본부
서부소방서_광주-금호-119 안전센터,35.1427037,126.8582847,광주광역시,서구,운천로 112(쌍촌동),광주소방안전본부
서부소방서_광주-염주-119 안전센터,35.14149,126.873788,광주광역시,서구,염화로 77(화정동),광주소방안전본부
서부소방서_광주-화정-119 안전센터,35.1563719,126.8765703,광주광역시,서구,화운로 197(화정동),광주소방안전본부
동부소방서_광주-학운-119 안전센터,35.1323962,126.9288639,광주광역시,동구,남문로 692(학동),광주소방안전본부
동부소방서_광주-지산-119 안전센터,35.1499634,126.9385315,광주광역시,동구,밤실로30번길 16(지산동),광주소방안전본부
동부소방서_광주-대인-119 안전센터,35.1545794,126.9147654,광주광역시,동구,제봉로 210(대인동),광주소방안전본부
송도소방서-신송(구.송도)-119 안전센터,37.390899,126.6518209,인천광역시,연수구,해돋이로 92(송도동),인천소방본부
송도소방서-미래-119 안전센터,37.3672328,126.6515905,인천광역시,연수구,첨단대로 60번길 15(송도동),인천소방본부
공항소방서-용유-119 안전센터,37.4485671,126.3938932,인천광역시,중구,용유서로128번길 1(운서동),인천소방본부
공항소방서-운서-119 안전센터,37.4937369,126.4884485,인천광역시,중구,흰바위로27번길 16(운서동),인천소방본부
공항소방서-영종-119 안전센터,37.4880213,126.5332815,인천광역시,중구,운남로 116(운남동),인천소방본부
공항소방서-공항-119 안전센터,37.4858663,126.4145851,인천광역시,중구,공항서로512번길 464(운서동),인천소방본부
강화소방서-내가-119 안전센터,37.7175081,126.3901664,인천광역시,강화군,내가면 강화서로 235-1,인천소방본부
강화소방서-길상-119 안전센터,37.6383104,126.4826246,인천광역시,강화군,길상면 마니산로 93,인천소방본부
강화소방서-강화-119 안전센터,37.7396808,126.4874741,인천광역시,강화군,강화읍 남문로23번길 11,인천소방본부
남부소방서_인천-숭의-119 안전센터,37.4661051,126.643178,인천광역시,남구,석정로 51 (숭의동),인천소방본부
남부소방서_인천-관교-119 안전센터,37.4443181,126.6965968,인천광역시,남구,인하로 450 (관교동),인천소방본부
남부소방서_인천-용현-119 안전센터,37.4533982,126.6485843,인천광역시,남구,독배로 376 (용현동),인천소방본부
남부소방서_인천-도화-119 안전센터,37.4754504,126.6693166,인천광역시,남구,장고개로 85 (도화동),인천소방본부
남부소방서_인천-주안-119 안전센터,37.460563,126.672309,인천광역시,남구,한나루로 607 인천종합건설본부 (도화동),인천소방본부
남부소방서_인천-신기-119 안전센터,37.4484875,126.6691548,인천광역시,남구,인하로 190 (주안동),인천소방본부
계양소방서-효성-119 안전센터,37.5275711,126.7064678,인천광역시,계양구,효서로 96-1(효성동),인천소방본부
계양소방서-장기-119 안전센터,37.5763229,126.7336744,인천광역시,계양구,장기서로 14(장기동),인천소방본부
계양소방서-작전-119 안전센터,37.5370098,126.734921,인천광역시,계양구,장제로 774(계산동),인천소방본부
공단소방서-논현-119 안전센터,37.4053393,126.7296881,인천광역시,남동구,소래역로 109(논현동),인천소방본부
공단소방서-동춘-119 안전센터,37.4091614,126.6712998,인천광역시,연수구,앵고개로 241(동춘동),인천소방본부
공단소방서-도림-119 안전센터,37.4226844,126.7091178,인천광역시,남동구,비류대로 667(도림동),인천소방본부
부천소방서-원종-119 안전센터,37.5259918,126.8084534,경기도,부천시,원종로79번길 41 (원종동),경기재난본부
부천소방서-괴안-119 안전센터,37.482732,126.8104426,경기도,부천시,부광로8번길 49 (괴안동),경기재난본부
부천소방서-중동-119 안전센터,37.48777,126.7685797,경기도,부천시,부일로 346 (중동),경기재난본부
부천소방서-내동-119 안전센터,37.5161263,126.77572,경기도,부천시,신흥로 364 (내동),경기재난본부
부천소방서-중앙-119 안전센터,37.4933057,126.7779585,경기도,부천시,신흥로 115 (중동),경기재난본부
분당소방서-구미-119 안전센터,37.3519016,127.1165198,경기도,성남시 분당구,돌마로 138 (구미동),경기재난본부
분당소방서-야탑-119 안전센터,37.4164352,127.1359764,경기도,성남시 분당구,양현로 485 (야탑4동),경기재난본부
분당소방서-수내-119 안전센터,37.3673561,127.1225858,경기도,성남시 분당구,백현로 241 (수내동),경기재난본부
분당소방서-판교-119 안전센터,37.3995571,127.1137255,경기도,성남시 분당구,대왕판교로644번길 62 (삼평동),경기재난본부
분당소방서-서현-119 안전센터,37.3860453,127.1194828,경기도,성남시 분당구,양현로 14 (서현동),경기재난본부
성남소방서-위례-119 안전센터,37.4620155,127.1435977,경기도,성남시 수정구,헌릉로 1003 (창곡동),경기재난본부
성남소방서-단대-119 안전센터,37.4549462,127.1595633,경기도,성남시 수정구,논골로 11번길 7-2 (단대동),경기재난본부
성남소방서-상대원-119 안전센터,37.4324179,127.168675,경기도,성남시 중원구,둔촌대로 457번길 8 (상대원동),경기재난본부
성남소방서-신흥-119 안전센터,37.4415552,127.1432624,경기도,성남시 수정구,시민로 151 (신흥동),경기재난본부
성남소방서-수진-119 안전센터,37.4365974,127.1335475,경기도,수정구,제일로 111 (수진동),경기재난본부
수원소방서-영통-119 안전센터,37.2532483,127.0688099,경기도,영통구,매영로 325 (영통동),경기재난본부
수원소방서-고색-119 안전센터,37.2532333,126.9753875,경기도,권선구,서부로 1614 (고색동),경기재난본부
수원소방서-이의-119 안전센터,37.2969183,127.0435404,경기도,영통구,창룡대로 313 (이의동),경기재난본부
수원소방서-파장-119 안전센터,37.312436,126.9791456,경기도,장안구,서부로 2308 (이목동),경기재난본부
수원소방서-서둔-119 안전센터,37.2689531,126.9933507,경기도,권선구,서호동로 48 (서둔동),경기재난본부
수원소방서-지만-119 안전센터,37.2843185,127.0286534,경기도,팔달구,경수대로 660 (우만동),경기재난본부
수원소방서-원천-119 안전센터,37.2731488,127.0541827,경기도,영통구,중부대로 349 (원천동),경기재난본부
수원소방서-매산-119 안전센터,37.2704669,127.0106534,경기도,팔달구,매산로 89 (매산로 3가),경기재난본부
수원소방서-남부-119 안전센터,37.2547354,127.0363424,경기도,권선구,동수원로 286 (권선동),경기재난본부
수원소방서-정자-119 안전센터,37.2971847,126.9959707,경기도,장안구,정자천로 189번길 12 (정자동),경기재난본부
세종소방서-어진-119 안전센터,36.5041461,127.2717542,세종특별자치시,,어진동 610,세종소방본부
조치원소방서-연서-119 안전센터,36.5895597,127.2023079,세종특별자치시,,연서면 도신고복로 306,세종소방본부
조치원소방서-부강-119 안전센터,36.528295,127.3721491,세종특별자치시,,부강면 청연로 7,세종소방본부
조치원소방서-전의-119 안전센터,36.6864602,127.1923338,세종특별자치시,,전의면 서정길 46-6,세종소방본부
조치원소방서-조치원-119 안전센터,36.6047949,127.2888963,세종특별자치시,,조치원읍 세종로 2439,세종소방본부
온산소방서_울산-화산-119 안전센터,35.4391354,129.3352008,울산광역시,울주군,온산읍 공단로 417,울산소방본부
온산소방서_울산-웅촌-119 안전센터,35.4634654,129.2064444,울산광역시,울주군,웅촌면 곡천검단로 9,울산소방본부
온산소방서_울산-온양-119 안전센터,35.4108905,129.2796736,울산광역시,울주군,온양읍 온양로 74,울산소방본부
온산소방서_울산-온산-119 안전센터,35.4332554,129.3066022,울산광역시,울주군,온산읍 덕신로 232,울산소방본부
동부소방서_울산-전하-119 안전센터,35.5093597,129.4290742,울산광역시,동구,진성 4가길 8,울산소방본부
동부소방서_울산-염포-119 안전센터,35.5265178,129.3989237,울산광역시,북구,염포로 769,울산소방본부
동부소방서_울산-동부(울산)_화정-119 안전센터,35.4955164,129.4270302,울산광역시,동구,방어진순환도로 601,울산소방본부
동부소방서_울산-화암-119 안전센터,35.4823307,129.4125804,울산광역시,동구,꽃바위2가길 9,울산소방본부
남부소방서_울산-옥동-119 안전센터,35.5343605,129.2921748,울산광역시,남구,대공원입구로21번길 20,울산소방본부
남부소방서_울산-장생포-119 안전센터,35.5115856,129.377409,울산광역시,남구,매암로 18,울산소방본부
남부소방서_울산-남부(울산)_공단-119 안전센터,35.5013543,129.3187548,울산광역시,남구,상개로 190,울산소방본부
남부소방서_울산-무거-119 안전센터,35.5389417,129.2636742,울산광역시,남구,문수로 89,울산소방본부
남부소방서_울산-남부(울산)_신정-119 안전센터,35.5393885,129.3195843,울산광역시,남구,신정로 87번길 2,울산소방본부
남부소방서_울산-여천-119 안전센터,35.5253,129.34134,울산광역시,남구,여천로 81-33,울산소방본부
남부소방서_울산-남부(울산)_삼산-119 안전센터,35.5471664,129.3354638,울산광역시,남구,삼산중로 149,울산소방본부
중부소방서_울산-매곡-119 안전센터,35.6487356,129.359542,울산광역시,북구,오토밸리로 1024,울산소방본부
중부소방서_울산-범서-119 안전센터,35.5697853,129.2362419,울산광역시,울주군,구영앞길 99,울산소방본부
중부소방서_울산-태화-119 안전센터,35.5533931,129.2879666,울산광역시,중구,태화로 111,울산소방본부
중부소방서_울산-언양-119 안전센터,35.55875,129.135675,울산광역시,울주군,남천둑길 99,울산소방본부
중부소방서_울산-농소-119 안전센터,35.6299469,129.3407509,울산광역시,북구,아진로 72,울산소방본부
중부소방서_울산-병영-119 안전센터,35.5645973,129.3424762,울산광역시,중구,구교로 226,울산소방본부
중부소방서_울산-성남-119 안전센터,35.554175,129.32015,울산광역시,중구,만남의거리 14,울산소방본부
중부소방서_울산-유곡-119 안전센터,35.5629508,129.2993104,울산광역시,중구,종가로 205,울산소방본부
김포소방서-통진-119 안전센터,37.6906536,126.5963071,경기도,김포시,통진읍 김포대로 2250 (마송리),경기재난본부
김포소방서-양촌-119 안전센터,37.6580876,126.6223443,경기도,김포시,양촌읍 양곡1로 85 (양곡리),경기재난본부
김포소방서-중앙-119 안전센터,37.6415816,126.7085344,경기도,김포시,감암로 111 (걸포동),경기재난본부
이천소방서-장호원-119 안전센터,37.1170743,127.6146724,경기도,이천시,장호원읍 서동대로 8829번길 71 (장호원리),경기재난본부
이천소방서-대월-119 안전센터,37.2436016,127.4974053,경기도,이천시,경충대로 1973 (사동리),경기재난본부
대전-월평-119 안전센터,36.3600048,127.3668674,대전광역시,서구,청사로 27,대전소방본부
대전-송촌-119 안전센터,36.3634599,127.441969,대전광역시,대덕구,동춘당로 65,대전소방본부
대전-문평-119 안전센터,36.4469491,127.4047254,대전광역시,대덕구,문평동로 18번길 34,대전소방본부
대전-덕암-119 안전센터,36.4391257,127.4260783,대전광역시,대덕구,신탄진로 681번길 10,대전소방본부
대전-대화-119 안전센터,36.3669187,127.4108438,대전광역시,대덕구,대화로 81,대전소방본부
대전-법동-119 안전센터,36.3723802,127.4290118,대전광역시,대덕구,계족로 682,대전소방본부
대전-둔산-119 안전센터,36.3525366,127.3855745,대전광역시,서구,둔산로 101번길 26,대전소방본부
대전-탄방-119 안전센터,36.3468088,127.3952512,대전광역시,서구,문정로 142,대전소방본부
대전-태평-119 안전센터,36.3249014,127.3942065,대전광역시,중구,태평로 91,대전소방본부
대전-갈마-119 안전센터,36.3478898,127.3711216,대전광역시,서구,갈마중로 15,대전소방본부
이천소방서-관고-119 안전센터,37.2820952,127.4315605,경기도,이천시,경충대로 2739 (관고동),경기재난본부
화성소방서-목동-119 안전센터,37.213333,127.0848338,경기도,화성시 동탄2지구,공공8블럭,경기재난본부
화성소방서-장안-119 안전센터,37.0863391,126.8261347,경기도,화성시,장안면 3.1만세로 119 (어은리),경기재난본부
화성소방서-봉담-119 안전센터,37.2203519,126.950188,경기도,화성시,봉담읍 샘마을1길 9 (상리),경기재난본부
화성소방서-남양-119 안전센터,37.208714,126.8147719,경기도,화성시,남양시장로 48 (남양동),경기재난본부
화성소방서-태안-119 안전센터,37.2111911,127.0389766,경기도,화성시,병점중앙로 148 (진안동),경기재난본부
화성소방서-동탄-119 안전센터,37.2054557,127.0720881,경기도,화성시,동탄반석로 188 (반송동),경기재난본부
화성소방서-정남-119 안전센터,37.1649949,127.0022929,경기도,화성시,정남면 정남동로 514 (고지리),경기재난본부
화성소방서-향남-119 안전센터,37.1305973,126.9204924,경기도,화성시,향남읍 향남로 399 (행정리),경기재난본부
군포소방서-산본-119 안전센터,37.3682918,126.9272548,경기도,군포시,산본로 432번길 1 (산본동),경기재난본부
군포소방서-오금-119 안전센터,37.3525963,126.9271193,경기도,군포시,고산로 429 (산본동),경기재난본부
시흥소방서-연성-119 안전센터,37.3819021,126.8028531,경기도,시흥시,새재로 29 (장현동),경기재난본부
시흥소방서-정왕-119 안전센터,37.3355785,126.7297018,경기도,시흥시,공단1대로 259번길 1 (정왕동),경기재난본부
시흥소방서-시흥-119 안전센터,37.3494737,126.73965,경기도,시흥시,정왕신길로 206 (정왕동),경기재난본부
광명소방서-광남-119 안전센터,37.4715137,126.8457247,경기도,광명시,목감로 34 (광명동),경기재난본부
광명소방서-하안-119 안전센터,37.4614949,126.8770834,경기도,광명시,범안로 1025 (하안동),경기재난본부
광명소방서-광명-119 안전센터,37.4854303,126.8585601,경기도,광명시,사성로 12 (광명동),경기재난본부
광명소방서-소하-119 안전센터,37.4486381,126.8851744,경기도,광명시,금하로 472 (소하동),경기재난본부
송탄소방서-청북-119 안전센터,37.0336665,126.9391311,경기도,평택시,청북면 현곡산단로 16,경기재난본부
송탄소방서-고덕-119 안전센터,37.0459414,127.0212283,경기도,평택시,고덕면 고덕로 335,경기재난본부
송탄소방서-서탄-119 안전센터,37.1058612,127.0371075,경기도,평택시,서탄면 서탄로 241,경기재난본부
송탄소방서-모곡-119 안전센터,37.0369315,127.0769202,경기도,평택시,산단로64번길 2 (모곡동),경기재난본부
송탄소방서-진위-119 안전센터,37.1008606,127.0873614,경기도,평택시,진위면 봉남길 30,경기재난본부
송탄소방서-신장-119 안전센터,37.089811,127.0621453,경기도,평택시,경기대로 1627 (신장동),경기재난본부
평택소방서-포승-119 안전센터,36.9738572,126.8454371,경기도,평택시,포승읍 평택항로 156번길 11 (만호리),경기재난본부
평택소방서-팽성-119 안전센터,36.9621115,127.0591041,경기도,평택시,팽성읍 팽성송화로 172 (송화리),경기재난본부
평택소방서-안중-119 안전센터,36.9818447,126.9245029,경기도,평택시,안중읍 안현로서7길 28 (현화리),경기재난본부
평택소방서-비전-119 안전센터,36.9904771,127.1128559,경기도,평택시,중앙로 273 (비전동),경기재난본부
용인소방서-모현-119 안전센터,37.3292599,127.24156,경기도,용인시 처인구,모현면 독점로 31-12 (갈담리),경기재난본부
용인소방서-동백-119 안전센터,37.2776972,127.1551586,경기도,용인시 기흥구,동백6로 33 (중동),경기재난본부
용인소방서-백암-119 안전센터,37.1676676,127.3714157,경기도,용인시 처인구,백암면 백암로 247 (백암리),경기재난본부
용인소방서-보정-119 안전센터,37.3196543,127.1158609,경기도,용인시 기흥구,보정로 114번길 2 (보정동),경기재난본부
용인소방서-이동-119 안전센터,37.1745015,127.2043163,경기도,용인시 처인구,이동면 백옥대로 416-2 (덕성리),경기재난본부
용인소방서-포곡-119 안전센터,37.2776266,127.2300213,경기도,용인시 처인구,포곡읍 포곡로 252 (삼계리),경기재난본부
용인소방서-남사-119 안전센터,37.1154347,127.1522737,경기도,용인시 처인구,남사면 봉무로 13 (봉무리),경기재난본부
용인소방서-양지-119 안전센터,37.2301228,127.2889099,경기도,용인시 처인구,양지면 남평로 46 (남곡리),경기재난본부
용인소방서-수지-119 안전센터,37.3260426,127.1001384,경기도,용인시 수지구,풍덕천로 177 (풍덕천동),경기재난본부
용인소방서-구갈-119 안전센터,37.2788981,127.1097918,경기도,용인시 기흥구,신구로 74 (구갈동),경기재난본부
용인소방서-역북-119 안전센터,37.2320791,127.1898579,경기도,용인시 처인구,명지로 45 (역북동),경기재난본부
안산소방서-반월-119 안전센터,37.3030078,126.9055381,경기도,안산시 상록구,건지미길 48 (건건동),경기재난본부
안산소방서-대부-119 안전센터,37.2401513,126.6177375,경기도,안산시 단원구,영전로 375 (대부동동),경기재난본부
안산소방서-사동-119 안전센터,37.3008071,126.8436254,경기도,안산시 상록구,항가울로 230 (사동),경기재난본부
안산소방서-군자-119 안전센터,37.3199192,126.7358019,경기도,안산시 단원구,번영1로 45 (성곡동),경기재난본부
안산소방서-월피-119 안전센터,37.3350692,126.8545025,경기도,안산시 상록구,충장로 645 (월피동),경기재난본부
안산소방서-성곡-119 안전센터,37.3126964,126.7655247,경기도,안산시 단원구,장자골로 66 (성곡동),경기재난본부
안산소방서-선부-119 안전센터,37.3339559,126.8043984,경기도,안산시 단원구,선부광장서로 43 (선부동),경기재난본부
안산소방서-원시-119 안전센터,37.3129693,126.7936047,경기도,안산시 단원구,동산로 31 (원시동),경기재난본부
안산소방서-고잔-119 안전센터,37.3213207,126.8332049,경기도,안산시 단원구,화랑로 407 (고잔동),경기재난본부
안양소방서-귀인-119 안전센터,37.3817918,126.9614408,경기도,안양시 동안구,평촌대로 104 (평촌동),경기재난본부
안양소방서-석수-119 안전센터,37.40893,126.9092326,경기도,안양시 만안구,석수로 28 (석수동),경기재난본부
안양소방서-비산-119 안전센터,37.4052073,126.9492019,경기도,안양시 동안구,평촌대로 389 (비산동),경기재난본부
안양소방서-안양-119 안전센터,37.3903237,126.925475,경기도,안양시 만안구,현충로 55 (안양동),경기재난본부
안양소방서-부림-119 안전센터,37.3959988,126.9607654,경기도,안양시 동안구,관평로212번길 32 (관양동),경기재난본부
부천소방서-신상-119 안전센터,37.5081334,126.7515485,경기도,부천시,상동로117번길 36 (상동),경기재난본부
부천소방서-범박-119 안전센터,37.4705716,126.8094248,경기도,부천시,범안로 127 (범박동),경기재난본부
부천소방서-서부-119 안전센터,37.5078863,126.7677481,경기도,부천시,계남로 169 (중동),경기재난본부
부천소방서-상동-119 안전센터,37.4943498,126.7545072,경기도,부천시,장말로 113 (상동),경기재난본부
파주소방서-운정-119 안전센터,37.7118046,126.7498161,경기도,파주시,야당동 1003-2,경기북부소방재난본부
파주소방서-적성-119 안전센터,37.9555177,126.9283428,경기도,파주시,적성면 감악산로 1220,경기북부소방재난본부
파주소방서-교하-119 안전센터,37.7289655,126.7172043,경기도,파주시,청석로 301,경기북부소방재난본부
파주소방서-월롱-119 안전센터,37.8151902,126.7525668,경기도,파주시,월롱면 엘씨디로 310,경기북부소방재난본부
파주소방서-탄현-119 안전센터,37.7813508,126.6872549,경기도,파주시,탄현면 필승로 458,경기북부소방재난본부
파주소방서-광탄-119 안전센터,37.775777,126.8512742,경기도,파주시,광탄면 혜음로 1040,경기북부소방재난본부
파주소방서-법원-119 안전센터,37.846774,126.8821978,경기도,파주시,법원읍 화합로 141,경기북부소방재난본부
파주소방서-금촌-119 안전센터,37.753899,126.7804673,경기도,파주시,가나무로 136,경기북부소방재난본부
파주소방서-통일-119 안전센터,37.8473462,126.7894521,경기도,,파주읍 통일로 1564,경기북부소방재난본부
남양주소방서-가운-119 안전센터,37.604887,127.1583939,경기도,남양주시,가운로 16,경기북부소방재난본부
남양주소방서-오남-119 안전센터,37.6968794,127.2056938,경기도,남양주시,오남읍 진건오남로 772,경기북부소방재난본부
남양주소방서-별내-119 안전센터,37.6460041,127.1298125,경기도,남양주시,송산로 41,경기북부소방재난본부
남양주소방서-와부-119 안전센터,37.5857862,127.2162184,경기도,남양주시,와부읍 덕소로 97번길 34-2,경기북부소방재난본부
남양주소방서-화도-119 안전센터,37.6501777,127.3048297,경기도,남양주시,화도읍 수레로 1260번길 25,경기북부소방재난본부
남양주소방서-진건-119 안전센터,37.6601321,127.1802625,경기도,남양주시,진건읍 진건오남로 112-21,경기북부소방재난본부
남양주소방서-진접-119 안전센터,37.7255335,127.189701,경기도,남양주시,진접읍 금강로 1509-25,경기북부소방재난본부
남양주소방서-평내-119 안전센터,37.6434158,127.2322211,경기도,남양주시,평내로 25,경기북부소방재난본부
의정부소방서-송산-119 안전센터,37.7398178,127.0865102,경기도,의정부시,충의로 90,경기북부소방재난본부
의정부소방서-호원-119 안전센터,37.7208387,127.0481812,경기도,의정부시,평화로 322번길 7,경기북부소방재난본부
의정부소방서-금오-119 안전센터,37.7493447,127.0612693,경기도,의정부시,호국로 1434-14,경기북부소방재난본부
의정부소방서-중앙-119 안전센터,37.7370748,127.035361,경기도,의정부시,의정로 48,경기북부소방재난본부
일산소방서-대화-119 안전센터,37.679023,126.7419742,경기도,고양시 일산서구,대화동 2321-2,경기북부소방재난본부
일산소방서-고봉-119 안전센터,37.699357,126.8306782,경기도,고양시 일산동구,성현로 429,경기북부소방재난본부
일산소방서-중산-119 안전센터,37.6914164,126.7805407,경기도,고양시 일산동구,중산로 218,경기북부소방재난본부
일산소방서-주엽-119 안전센터,37.6701678,126.7592197,경기도,고양시 일산서구,주화로 82,경기북부소방재난본부
일산소방서-백석-119 안전센터,37.6442206,126.7850402,경기도,고양시 일산동구,장백로 78,경기북부소방재난본부
일산소방서-장항-119 안전센터,37.6630508,126.7696353,경기도,고양시 일산동구,중앙로 1325,경기북부소방재난본부
고양소방서-화전-119 안전센터,37.5965015,126.8770728,경기도,고양시 덕양구,중앙로 78,경기북부소방재난본부
고양소방서-행신-119 안전센터,37.6150888,126.8434383,경기도,고양시 덕양구,소원로181번길 52,경기북부소방재난본부
고양소방서-신도-119 안전센터,37.6522164,126.8931523,경기도,고양시 덕양구,삼송로136번길 80-6,경기북부소방재난본부
고양소방서-능곡-119 안전센터,37.6202355,126.8207253,경기도,고양시 덕양구,토당로 48,경기북부소방재난본부
고양소방서-원당-119 안전센터,37.6550568,126.8331956,경기도,고양시 덕양구,고양대로 1342,경기북부소방재난본부
