fire_id,위도,경도,진화접근취약점수,접근취약등급,임도거리_km,소방서거리_km,소방용수거리_km,산불소화시설거리_km,고도(m),경사도(도),TPI(지형위치지수),TWI(지형다습지수)
F_005865,38.87307653081238,126.92967351475744,98.49060667322935,매우 높음,82.91754968403781,83.148948118605,70.40101478481913,86.65466551830757,956.29675,25.471820019688067,-4.540039,
F_005339,38.75647334565304,126.81818306646196,98.4665526418107,매우 높음,73.89794516702635,70.33722670729945,62.46727952712876,66.00355515534106,704.78265,25.39965792543209,4.23053,
F_006174,38.57850170983468,127.0938511173287,98.4525706680086,매우 높음,47.976030879011624,47.993243565406736,35.006107546158425,35.32100344275111,503.01038,25.357712004025824,-7.2005615,
F_005809,38.813975428106914,127.29843576281692,98.44313786393253,매우 높음,73.94181566109889,64.3935347110322,57.467559657544484,62.05693148272625,1096.0721,25.329413591797618,-1.2611084,
F_005732,38.92418021220579,127.12262624466644,98.42618941614647,매우 높음,86.14070509758176,80.48377017951843,72.17066931109788,80.44112273235875,503.89233,25.27856824843941,8.067261,
F_005198,38.58572171057933,127.13546533671648,98.40465890226513,매우 높음,48.48900122115667,46.370604128382354,35.319734649119304,34.207601408978995,544.5167,25.213976706795368,11.756836,
F_005868,38.859745270372485,126.84584753942256,98.39003896747978,매우 높음,83.65883040700261,86.26980503191133,71.63423031208771,73.62577496990563,612.87384,25.17011690243935,-1.4446411,
F_006336,38.62716519644093,126.8467257448932,98.37842983116926,매우 높음,59.8363328667844,56.86921612404614,48.97185923739608,54.02922833354187,702.81494,25.13528949350776,-1.638916,
F_005435,38.735804561901,127.08148582772898,98.37600951369627,매우 높음,65.48385881882264,63.036766554954916,52.44677280315837,51.40272400684841,644.31714,25.12802854108884,-11.020996,
F_005480,38.86997338435799,126.92269377840216,98.32286889494547,매우 높음,82.73821594113963,83.20148752757949,70.26211839507275,86.84257993596958,1013.6835,24.968606684836423,-2.3727417,
F_006076,38.94834781317491,127.26817575226067,98.29141326728448,매우 높음,112.91292315178542,79.57700697022403,72.61745385617235,76.78070787317293,955.54224,24.874239801853435,8.267822,
F_005416,38.93086236943143,126.91623866410896,98.24789090061608,매우 높음,89.44264959720081,89.22962830074468,76.89516424765618,92.18122809627248,621.43134,24.743672701848247,-10.43457,
F_005487,38.931062087318296,126.98139784869836,98.22885820826113,매우 높음,88.24877003979651,86.36413685733163,75.4351882333373,88.42606963595527,746.69604,24.6865746247834,-9.313965,
F_005969,38.79381156246093,126.8643718986225,98.22073532312942,매우 높음,76.19781968806772,79.51640278331064,64.26623442157467,66.66786341550272,731.51764,24.662205969388268,10.059631,
F_005643,38.45217575728508,127.8423650293116,98.21462789065032,매우 높음,31.451977241918247,43.038227271508575,26.01343327566315,26.429255781300647,564.38776,30.27831274359986,-2.0704346,
F_006293,38.60547644268237,127.40232790704012,98.19907632139872,매우 높음,50.811359563656694,40.14482415839482,33.58843150043382,37.19445235778451,967.61536,24.597228964196155,4.2614136,
F_005031,39.02988992377885,127.25843628816271,98.19191319218032,매우 높음,120.1215104475716,88.6503324061013,81.7250013536435,85.51322580031798,904.39777,24.57573957654096,7.63562,
F_005425,38.65327025178035,127.17932711148124,98.19154548763021,매우 높음,56.000167691901794,50.79652973556346,41.8633415600471,39.810265718646484,494.50684,24.739431262890616,19.456177,
F_005005,38.88953587703203,127.0813499675576,98.15177000235536,매우 높음,82.50814244708056,78.29965739023464,69.40908036679221,79.32287059685511,554.2877,24.455310007066085,6.04187,
F_005120,39.032239196891474,127.1294534722349,98.14362270589933,매우 높음,128.28020902916734,91.66251945975515,83.69997685599499,90.54060060458649,904.7188,24.430868117697983,3.071045,
F_006481,38.92658299215998,127.269004808116,98.14002654679524,매우 높음,86.61020572520599,77.18693653028869,70.19903778122753,74.52838811722759,1008.71124,24.420079640385737,-1.5005493,
F_006312,38.63268028194972,127.12080733932238,98.08533748434495,매우 높음,53.768402432547724,51.4257969623667,40.63606644951194,39.48785509932571,420.31598,26.64653305303485,-2.9112854,
F_004970,38.73213896212931,127.1303936473425,98.00000881129502,매우 높음,64.77549160173128,60.59646521972793,51.59385009744198,62.950763451596195,548.9854,24.000026433885065,2.3364868,
F_006320,38.781990535726,126.99624819920396,97.9962972114269,매우 높음,71.71826406076683,71.41478815205448,59.01468572376367,75.28570763386666,345.59012,28.62118803428072,2.325531,
F_006362,38.99515710761837,127.10917403611676,97.97675848090446,매우 높음,94.07470251570966,88.31715050881722,80.10989331657296,87.81452084759587,685.3923,23.930275442713377,-17.533752,
F_005003,38.5345718111361,127.38620868443188,97.96433141230757,매우 높음,42.84482366770165,32.45043970529462,25.72483494852058,31.39568753050753,730.1561,23.892994236922718,3.565918,
F_004980,38.72844693000988,127.5046874163256,97.937611502931,매우 높음,64.35481358888738,54.06670325598131,48.20793182449901,47.08060131243583,911.71606,23.812834508793017,14.604553,
F_006482,38.90679405801746,127.33468970054145,97.93197415583988,매우 높음,105.4538051591251,74.0894037841695,67.33172594280992,70.30361378848777,687.47076,23.795922467519645,13.5401,
F_005256,38.67553038190889,126.87698324692244,97.9296332,매우 높음,63.5457303843612,69.12342821512453,52.045049492796075,55.80303862085653,292.96332,33.602024913072874,-2.5715027,
F_004986,38.72500482035266,127.13795881049388,97.91861338592861,매우 높음,63.96184757373746,59.58431703052425,50.6170842299286,61.90886051691033,447.0654,25.34387815778584,4.2357483,
F_005897,38.72968224344616,127.21911309116454,97.91306606989215,매우 높음,64.70000737336933,57.21043484035,49.12340969732039,57.70690783039501,1160.9418,23.739198209676463,-4.0706787,
F_005010,38.69574254426814,127.17442140029137,97.91004304362255,매우 높음,60.70724724107173,55.23773715093562,46.48513670168407,57.30963758784379,675.8424,23.730129130867645,-8.491638,
F_005459,38.91216413273475,127.32462656971876,97.90564007823245,매우 높음,106.50851189567702,74.79581706216547,68.00790132479527,71.17476825968343,522.8526,23.716920234697373,-2.2661133,
F_006111,38.56998157816608,127.22011892169982,97.90356923319578,매우 높음,47.04308742957265,40.895921404280465,31.92251945761008,29.911692763567373,568.8987,23.84316855423628,-0.1899414,
F_005784,38.88644450811398,126.91631389686655,97.88577491180436,매우 높음,84.65439942947792,85.04594643783551,72.18021014903235,88.55362047529,935.2886,23.65732473541307,9.951355,
F_005606,38.50753795055053,127.3721460765535,97.81454718295623,매우 높음,39.782034515640255,29.688106239121403,22.816007147373355,29.94315282107735,766.0517,24.15269983900988,-0.83099365,
