fire_id,위도,경도,고도(m),경사도(도),사면방향_sin,사면방향_cos,TPI(지형위치지수),TWI(지형다습지수),임도거리_km,소방서거리_km,소방용수거리_km,산불소화시설거리_km,임도취약점수,소방서취약점수,소방용수취약점수,산불소화시설취약점수,경사취약점수,고도취약점수,진화접근취약점수,접근취약등급
F_000000,37.63510045170228,126.99758205559452,233.92538,19.85415316429321,-0.9982770361199308,-0.0586767343638555,-2.599762,5.503640651702881,15.304538535945946,1.8191631925512963,0.8033339534818928,4.428652779222571,76.52269267972973,6.0638773085043205,8.033339534818928,14.762175930741906,66.18051054764403,46.785076,36.94788241695926,보통
F_000001,37.4507925535295,127.06916827308488,121.87208,8.362767766484248,0.0591671673067821,-0.998248088559598,1.706253,2.0015785694122314,23.0927200493562,3.172604688520376,0.128086139686032,5.706884252782623,100.0,10.575348961734585,1.28086139686032,19.022947509275408,27.875892554947495,24.374416,39.23099425360505,보통
F_000002,37.68129016655618,127.01696540439966,274.50726,17.241868139898727,-0.8744211902435796,0.4851675814118267,0.7663269,1.4794979095458984,11.442156435570578,2.7111200376706233,1.093935787303769,6.44969315930956,57.21078217785289,9.03706679223541,10.93935787303769,21.498977197698537,57.47289379966243,54.90145199999999,32.87572814603151,낮음
F_000003,37.502707074583576,127.1476360866065,39.532635,5.510313100205128,-0.4298926736533838,0.9028799970866256,0.18014526,2.7063724994659424,17.639727264581815,2.1397202385142626,0.09198704100016407,7.133843518119899,88.19863632290907,7.132400795047541,0.9198704100016407,23.779478393732994,18.367710334017094,7.906527,33.86906428034421,낮음
F_000004,37.61738177694373,127.03749420632153,76.686935,11.763593645964304,0.9329671968929256,0.3599614000441671,-0.1729126,1.3810189962387085,16.047259936126576,0.8717825253440418,0.09693062970587588,2.4182942594030474,80.23629968063288,2.905941751146806,0.9693062970587588,8.060980864676823,39.21197881988102,15.337387000000003,30.743153875520605,낮음
F_000005,37.64608364948532,126.9537530967595,283.1132,25.57221415422685,0.7161417409875478,-0.6979548744835328,9.086914,1.4488160610198977,13.331441237208733,3.556654484268633,0.9864448594624318,5.851786724216758,66.65720618604367,11.855514947562112,9.864448594624317,19.505955747389194,85.24071384742284,56.622640000000004,38.62225131110105,보통
F_000006,37.60794642726773,127.04327591997428,55.623585,9.875501225663662,-0.3100936773219623,0.9507060067575794,0.3334694,2.4811484813690186,16.450532522364806,1.19877579756101,0.11610045686628875,1.2762725348251154,82.25266261182404,3.9959193252033667,1.1610045686628874,4.254241782750385,32.91833741887887,11.124716999999999,30.19338942162091,낮음
F_000007,37.587113025524616,126.89141307204956,45.895824,9.517890533744328,-0.1438587942606138,0.9895982251974194,-2.3646927,4.699594020843506,20.39580950757427,0.34382622725675627,0.14684452821711033,6.290415393425096,100.0,1.1460874241891876,1.4684452821711034,20.96805131141699,31.726301779147757,9.179164799999999,37.29970265589938,보통
F_000008,37.66989844813232,127.09160545266496,229.20012,30.23207200212064,0.9637032643657324,-0.2669756885014647,-7.6737366,2.790544986724853,8.541052956826713,4.326937461786326,2.323720096115041,1.1319655563906885,42.70526478413356,14.423124872621084,23.23720096115041,3.7732185213022946,100.0,45.840024,33.20162858018971,낮음
F_000009,37.48269800796141,126.99894630435088,53.52524,7.094619006738605,0.6594903418343786,0.7517130363557456,3.3895874,2.8037707805633545,23.625161176227234,1.249076809926738,0.08324547215835032,1.5036131404990445,100.0,4.16358936642246,0.8324547215835032,5.012043801663482,23.64873002246202,10.705048,34.65114079009691,낮음
F_000010,37.50081031511574,127.15649701481564,79.49881,9.622342142200411,-0.1861354832543729,0.9825240871722488,6.0275116,1.736233472824097,16.829716626613365,0.8465870627606162,0.1506369059236733,7.796936018814976,84.14858313306682,2.821956875868721,1.506369059236733,25.98978672938325,32.074473807334705,15.899762,34.01114361708209,낮음
F_000011,37.61986843671525,127.0411297642329,56.309757,10.577479788791992,-0.957329767106515,-0.2889977802886829,-1.0916519,4.250023365020752,15.621675954285196,1.1459994837361007,0.2887893706970387,2.615688772279322,78.10837977142599,3.819998279120336,2.8878937069703867,8.718962574264406,35.258265962639975,11.2619514,30.1708608810496,낮음
F_000012,37.62949359709475,127.03334377566404,76.04435,10.274550445801207,-0.7544346136401747,-0.6563752080491769,0.7861862,2.972132682800293,15.417488964224267,0.5860283588988697,0.22836655757620672,3.814776032204813,77.08744482112134,1.9534278629962325,2.2836655757620674,12.715920107349376,34.248501486004024,15.20887,30.06633379879087,낮음
F_000013,37.62415182884196,127.03884649144705,66.05452,6.192064424345017,0.8119058767091589,-0.5837883583672528,2.5617218,3.9096274375915527,15.44046976561216,0.9913517260211371,0.13535840142550626,3.1198936583616255,77.2023488280608,3.30450575340379,1.3535840142550626,10.399645527872085,20.640214747816724,13.210903999999998,28.3768361059125,낮음
F_000014,37.62949359709475,127.03334377566404,76.04435,10.274550445801207,-0.7544346136401747,-0.6563752080491769,0.7861862,2.972132682800293,15.417488964224267,0.5860283588988697,0.22836655757620672,3.814776032204813,77.08744482112134,1.9534278629962325,2.2836655757620674,12.715920107349376,34.248501486004024,15.20887,30.06633379879087,낮음
F_000015,37.62509354737103,127.03511592701204,54.641544,7.869404581928345,-0.9849205855256672,-0.1730070524798829,-4.8142395,3.530670166015625,15.617114911481478,0.8295972512374123,0.08663209758604837,3.3006810520069627,78.08557455740738,2.7653241707913745,0.8663209758604837,11.002270173356541,26.23134860642782,10.9283088,28.97189222319885,낮음
F_000016,37.61736842867098,127.0406380423295,74.42301,11.527694250457897,-0.9306491202413189,0.3659128516382822,0.7559128,2.686619997024536,15.848918223645128,1.1407083103796039,0.11842009926145183,2.3489522550309214,79.24459111822564,3.8023610345986794,1.1842009926145183,7.829840850103071,38.42564750152632,14.884602000000003,30.531960718578425,낮음
F_000017,37.622832178568935,127.0554660282264,46.55847,4.541791223747467,0.5043659238340059,0.8634900201363475,3.352951,2.7900187969207764,14.492588628801535,0.670935730104384,0.08834914080139923,3.048554885065339,72.46294314400768,2.23645243368128,0.8834914080139924,10.161849616884464,15.139304079158222,9.311694,25.86666426198985,낮음
F_000018,37.62252940951719,127.05454101515576,38.032276,6.131127490101801,0.8642225157752392,0.5031097725418544,-0.07783127,7.693926811218262,14.5735278340345,0.7188134330666383,0.09193090652850151,2.9930200517869388,72.86763917017251,2.396044776888794,0.9193090652850152,9.976733505956464,20.437091633672672,7.606455200000001,26.44390446874725,낮음
F_000019,37.62753186804287,127.08414686079622,50.00014,0.9691296061977744,0.994916707760093,0.1007012642414074,2.3617744,2.675020933151245,12.460605420864756,0.9903285336478285,0.19316323694700815,3.028665572731014,62.30302710432378,3.301095112159428,1.9316323694700814,10.09555190910338,3.2304320206592485,10.000028,22.074831016054468,낮음
F_000020,37.63791018035917,127.0452023472494,94.59197,5.76611028478624,0.7145088919781241,0.6996263597694082,3.6995163,2.80879020690918,14.004040971252401,0.8281381209204538,0.24066863229520422,3.707822654742765,70.020204856262,2.760460403068179,2.406686322952042,12.35940884914255,19.220367615954135,18.918394,26.76135859104944,낮음
F_000021,37.64125189232705,127.04292184117024,71.69162,8.38232983395648,0.9340603058399092,-0.3571153105850482,4.75338,4.234011650085449,13.92939148875513,0.6178558827473546,0.14875916891856977,3.7216718963072024,69.64695744377565,2.059519609157849,1.4875916891856977,12.405572987690675,27.9410994465216,14.338324,26.975371585607164,낮음
F_000022,37.64467368641287,127.08068883356788,64.61132,8.272899230682471,-0.6111840447280588,-0.7914885112683887,1.3788528,3.353856325149536,11.178779559223102,1.1220484259507246,0.16662991262162663,1.1106247952933848,55.89389779611551,3.740161419835749,1.666299126216266,3.7020826509779488,27.57633076894157,12.922264,21.8085201225859,낮음
F_000023,37.66075988926587,127.08220580678194,89.56246,15.181032709020316,0.9070599179006674,0.4210015502798469,-4.821968,4.323453903198242,9.837708592668774,1.1364211149215797,0.27404544672482034,0.23460566075401484,49.18854296334387,3.7880703830719322,2.7404544672482034,0.7820188691800494,50.60344236340105,17.912492,22.1355395257843,낮음
F_000024,37.64491244665935,127.09186391254195,158.24489,17.08564667454753,0.9809935810182252,0.1940401865620595,0.33613586,4.1612958908081055,10.504971482954867,3.292842560662952,1.1193439320502703,1.4506598194651201,52.52485741477433,10.976141868876505,11.193439320502703,4.8355327315504,56.9521555818251,31.648978,28.194367830223214,낮음
F_000025,37.64555691004935,127.09037224489056,117.90034,13.119826343179856,0.8721585338946686,0.4892233556921647,-2.9846878,1.972358465194702,10.533974516363926,1.906742879194966,0.20437433462682203,1.3095117156770124,52.66987258181963,6.355809597316554,2.0437433462682204,4.365039052256708,43.732754477266184,23.580068,23.68790706882797,낮음
F_000026,37.66663276421151,127.03044723399512,39.39089,1.9535811927869076,-0.9999323000654255,0.0116359480003855,0.12776184,3.3442084789276123,13.286715228174856,1.1610381672893082,0.08825261756467723,4.717041224992465,66.43357614087428,3.870127224297694,0.8825261756467723,15.723470749974883,6.511937309289692,7.878177999999999,24.28422676567638,낮음
F_000027,37.65479665866665,127.0232497392336,73.29015,6.853002688009118,0.3195954632081694,-0.9475540828347244,0.37612152,4.540631294250488,14.23743595755242,0.7999495375524821,0.057429588670331086,5.168544197439816,71.1871797877621,2.666498458508274,0.5742958867033109,17.22848065813272,22.843342293363726,14.65803,27.60582063342723,낮음
F_000028,37.666946685534,127.02815555538352,51.269127,6.233300018927606,-0.9824135054892756,0.1867182482572958,-0.16524506,4.373096942901611,13.323212246241885,1.355437522489997,0.07414301928906002,4.923464930120998,66.61606123120943,4.518125074966657,0.7414301928906002,16.411549767069992,20.777666729758685,10.2538254,26.08891983097065,낮음
F_000029,37.6711549168477,127.03883070684988,31.206657,3.7336202170384833,-0.9474838283696226,0.319803681933219,-1.0978737,2.3221120834350586,12.388965453857782,0.45549370549341106,0.07474539286558363,4.19787374514913,61.944827269288915,1.5183123516447037,0.7474539286558363,13.992912483830436,12.445400723461612,6.2413314,22.69214495176751,낮음
F_000030,37.657952270752176,127.0201997767606,58.2277,4.344120985639048,-0.9545261650958348,-0.2981271543275439,-0.44852448,2.7031681537628174,13.797680907525011,1.2353370968091444,0.11250388545916772,5.453464853582862,68.98840453762506,4.1177903226971475,1.1250388545916772,18.17821617860954,14.480403285463492,11.64554,26.50213695208306,낮음
F_000031,37.67031329645388,127.03453344368282,41.11125,3.014829728911246,0.2618386949907807,0.9651116504350804,-0.7083435,3.4669713973999023,12.772725754743082,0.7822330529838016,0.08459049790761772,4.509517258367608,63.863628773715405,2.6074435099460054,0.8459049790761772,15.031724194558693,10.049432429704153,8.222249999999999,23.52057270207328,낮음
F_000032,37.66263562985091,127.02049709042856,48.49383,2.709138673881604,-0.6564603577983354,0.754360522985715,-2.9400291,2.340627431869507,13.360288549027723,1.7018088875101622,0.05337422869514774,5.486767466785045,66.80144274513862,5.672696291700541,0.5337422869514774,18.28922488928348,9.030462246272014,9.698766,25.41308879729171,낮음
F_000033,37.66335782803234,127.0232721184556,51.68461,5.277020408280703,0.4093986890227328,0.9123555849702832,-1.3840408,3.1649529933929443,13.420142772278984,1.7151570305767487,0.1299942384140542,5.256326382238276,67.10071386139492,5.717190101922496,1.299942384140542,17.521087940794253,17.590068027602342,10.336922,26.437656749510456,낮음
F_000034,37.66487448008122,127.02556104828253,57.198692,10.400869305964276,-0.9042131925814648,0.4270813767440984,-1.9682198,3.8309249877929688,13.386991602186566,1.5630474703465196,0.1377407410993904,5.09033349710762,66.93495801093283,5.210158234488398,1.377407410993904,16.967778323692066,34.669564353214255,11.439738400000001,27.982110636251548,낮음
F_000035,37.65576925039737,126.99280232649056,273.82916,13.783340845927372,-0.9651631612151104,-0.2616487573699804,-6.177307,3.097519874572754,12.992925247811472,2.6930264678829103,1.2833326153510296,6.592313241511172,64.96462623905737,8.976754892943035,12.833326153510297,21.974377471703907,45.94446948642457,54.765832,34.48029925040592,낮음
F_000036,37.65576925039737,126.99280232649056,273.82916,13.783340845927372,-0.9651631612151104,-0.2616487573699804,-6.177307,3.097519874572754,12.992925247811472,2.6930264678829103,1.2833326153510296,6.592313241511172,64.96462623905737,8.976754892943035,12.833326153510297,21.974377471703907,45.94446948642457,54.765832,34.48029925040592,낮음
F_000037,37.65634409728322,127.0058552086696,115.27746,9.774568152225386,-0.9974581992627336,0.0712540575935474,1.1228867,6.381165504455566,13.375167484132419,1.9658482866174063,0.4289826135092575,6.725944269083769,66.8758374206621,6.55282762205802,4.289826135092575,22.41981423027923,32.581893840751285,23.055492,30.005218096245763,낮음
F_000038,37.65906073652893,127.0097052802706,72.51467,7.577609005449917,-0.9512195597864436,0.3085147469403765,-0.68024445,2.430593967437744,13.24991555242075,1.9488589388846216,0.10472558069482227,6.397955990565613,66.24957776210375,6.496196462948739,1.0472558069482227,21.326519968552045,25.258696684833055,14.502933999999998,27.833558146376628,낮음
F_000039,37.65576925039737,126.99280232649056,273.82916,13.783340845927372,-0.9651631612151104,-0.2616487573699804,-6.177307,3.097519874572754,12.992925247811472,2.6930264678829103,1.2833326153510296,6.592313241511172,64.96462623905737,8.976754892943035,12.833326153510297,21.974377471703907,45.94446948642457,54.765832,34.48029925040592,낮음
F_000040,37.65576925039737,126.99280232649056,273.82916,13.783340845927372,-0.9651631612151104,-0.2616487573699804,-6.177307,3.097519874572754,12.992925247811472,2.6930264678829103,1.2833326153510296,6.592313241511172,64.96462623905737,8.976754892943035,12.833326153510297,21.974377471703907,45.94446948642457,54.765832,34.48029925040592,낮음
F_000041,37.44854113390625,127.04967573838448,82.34335,12.569191175042368,-0.3973788272896852,-0.9176546559691584,3.7697144,3.6429712772369385,21.946187767284837,2.4579156755724263,0.33143105871361905,4.437068625948649,100.0,8.193052251908089,3.3143105871361906,14.790228753162166,41.89730391680789,16.46867,39.533170772463976,보통
F_000042,37.62113938208377,127.09156792904258,23.768908,1.196617740387135,0.9080074106809394,-0.4189541050622322,-0.59939766,1611377024.0,12.685259828309194,0.7039722432354728,0.4438806300081186,3.8432349727643573,63.426299141545975,2.3465741441182426,4.438806300081186,12.810783242547858,3.98872580129045,4.7537816,22.9431449778149,낮음
F_000043,37.62738583193696,127.082171324469,41.907524,2.907025748582913,0.997893869208786,-0.0648677562084453,0.5160103,3.4186580181121826,12.577744677237618,0.9344415551374455,0.16104739877444244,3.03400428478265,62.8887233861881,3.114805183791485,1.6104739877444243,10.113347615942166,9.69008582860971,8.3815048,22.716758815415908,낮음
